group_id,person_id_proposed,needs_review,rule,row_key,db,table,row_id,name,team,position,left_team,matches,goals,assists,person_id_current
g0049,43,,singleton,league:forwards:594,league,forwards,594,Барренечеа,Реал Сосьедад,ЛФА,0,3,1,0,43
g0294,368,,existing_person_id,cl:midfielders:612,cl,midfielders,612,Барриос,Краснодар,ЦОП,0,0,0,0,368
g0294,368,,singleton,league:midfielders:798,league,midfielders,798,Барриос,Краснодар,ЦОП,0,0,0,0,368
g0185,237,,existing_person_id,cl:forwards:642,cl,forwards,642,Барроу,Байер,ФРВ,0,0,0,0,237
g0185,237,,singleton,league:forwards:882,league,forwards,882,Барроу,Байер,ФРВ,0,1,0,0,237
g0907,613,,singleton,league:defenders:767,league,defenders,767,Бартра,Бетис,ЦЗ,0,0,0,0,613
g0514,664,,existing_person_id,cl:defenders:641,cl,defenders,641,Бастони,Интер,ЦЗ,0,0,0,0,664
g0514,664,,singleton,league:defenders:846,league,defenders,846,Бастони,Интер,ЦЗ,0,0,0,0,664
g0895,573,,singleton,league:midfielders:1094,league,midfielders,1094,Батурина,Жирона,ЦП,0,0,0,0,573
g0002,72,,existing_person_id,cl:forwards:494,cl,forwards,494,Батши,Вольфсбург,ПФА,0,0,0,0,72
g0002,72,,existing_person_id,cl:forwards:650,cl,forwards,650,Батши,Краснодар,ПФА,1,3,0,0,72
g0002,72,,transfer_same_name,league:forwards:658,league,forwards,658,Батши,Вольфсбург,ПФА,0,0,0,0,72
g0002,72,,existing_person_id,league:forwards:893,league,forwards,893,Батши,Краснодар,ПФА,1,4,0,1,72
g1002,988,,singleton,league:goalkeepers:291,league,goalkeepers,291,Бауманн,Хоффенхайм,ВРТ,0,0,0,0,988
g0387,499,,existing_person_id,cl:midfielders:757,cl,midfielders,757,Баумгартнер,Лейпциг,ЦП,0,3,0,1,499
g0387,499,,singleton,league:midfielders:994,league,midfielders,994,Баумгартнер,Лейпциг,ЦП,0,2,0,0,499
g0659,881,,existing_person_id,cl:defenders:822,cl,defenders,822,Бах,Ювентус,ПЗ,0,0,0,0,881
g0659,881,,singleton,league:defenders:1124,league,defenders,1124,Бах,Ювентус,ПЗ,0,1,0,0,881
g0810,200,,singleton,league:forwards:837,league,forwards,837,Бебу,Хоффенхайм,ЛФА,0,8,3,2,200
g0920,705,,singleton,league:defenders:909,league,defenders,909,Бевеев,Урал,ПЗ,0,8,2,0,705
g0921,706,,singleton,league:defenders:910,league,defenders,910,Бегич,Урал,ЦЗ,0,0,0,0,706
g0944,784,,singleton,league:defenders:994,league,defenders,994,Бейси,Лацио,ЦЗ,0,0,0,0,784
g0353,456,,existing_person_id,cl:midfielders:702,cl,midfielders,702,Беллингем,Милан,ЦАП,0,3,1,0,456
g0353,456,,singleton,league:midfielders:923,league,midfielders,923,Беллингем,Милан,ЦАП,0,4,1,1,456
g0908,614,,singleton,league:defenders:768,league,defenders,768,Бельерин,Челси,ПЗ,0,0,0,0,614
g0161,199,,existing_person_id,cl:forwards:611,cl,forwards,611,Бен-Йеддер,Лейпциг,ФРВ,0,4,3,0,199
g0161,199,,singleton,league:forwards:829,league,forwards,829,Бен-Йеддер,Лейпциг,ФРВ,0,3,1,0,199
g0136,163,,existing_person_id,cl:forwards:570,cl,forwards,570,Бензема,Милан,ФРВ,0,10,11,2,163
g0136,163,,singleton,league:forwards:772,league,forwards,772,Бензема,Милан,ФРВ,0,10,6,1,163
g0351,454,,existing_person_id,cl:midfielders:699,cl,midfielders,699,Беннасер,Милан,ЦП,0,8,2,1,454
g0351,454,,singleton,league:midfielders:920,league,midfielders,920,Беннасер,Милан,ЦП,0,9,0,1,454
g0343,436,,existing_person_id,cl:midfielders:688,cl,midfielders,688,Бентанкур,Тоттенхэм,ЦП,0,1,0,0,436
g0343,436,,override_merge_group,league:midfielders:898,league,midfielders,898,Бентанкур,Тоттенхэм,ЦП,0,1,0,0,436
g0279,353,,existing_person_id,cl:midfielders:587,cl,midfielders,587,Берарди,Интер,ПП,0,8,8,5,353
g0279,353,,singleton,league:midfielders:767,league,midfielders,767,Берарди,Интер,ПП,0,12,7,5,353
g0821,232,,singleton,league:forwards:877,league,forwards,877,Бергвин,Рома,ЛФА,0,2,0,1,232
g0886,541,,singleton,league:midfielders:1046,league,midfielders,1046,Бергвис,Рома,ЦАП,0,1,0,0,541
g0198,254,,existing_person_id,cl:forwards:663,cl,forwards,663,Бето,Спартак,ФРВ,0,0,0,0,254
g0198,254,,singleton,league:forwards:907,league,forwards,907,Бето,Спартак,ФРВ,0,1,1,0,254
g0412,533,,existing_person_id,cl:midfielders:786,cl,midfielders,786,Билинг,Тоттенхэм,ЦП,0,1,0,2,533
g0412,533,,singleton,league:midfielders:1038,league,midfielders,1038,Билинг,Тоттенхэм,ЦП,0,0,0,0,533
g0924,709,,singleton,league:defenders:913,league,defenders,913,Биль,Урал,ПЗ,0,0,0,0,709
g0494,643,,existing_person_id,cl:defenders:601,cl,defenders,601,Бираги,Фиорентина,ЛЗ,0,1,0,1,643
g0494,643,,singleton,league:defenders:806,league,defenders,806,Бираги,Фиорентина,ЛЗ,0,0,0,0,643
g0421,545,,existing_person_id,cl:midfielders:795,cl,midfielders,795,Биссума,Лейпциг,ЦОП,0,0,0,0,545
g0421,545,,singleton,league:midfielders:1050,league,midfielders,1050,Биссума,Лейпциг,ЦОП,0,0,0,0,545
g0288,362,,existing_person_id,cl:midfielders:606,cl,midfielders,606,Бителло,Динамо,ЦАП,0,5,0,2,362
g0288,362,,singleton,league:midfielders:792,league,midfielders,792,Бителло,Динамо,ЦАП,0,6,0,3,362
g0745,987,,existing_person_id,cl:goalkeepers:223,cl,goalkeepers,223,Блашвич,Лейпциг,ВРТ,0,0,0,0,987
g0745,987,,singleton,league:goalkeepers:290,league,goalkeepers,290,Блашвич,Лейпциг,ВРТ,0,0,0,0,987
g0898,604,,singleton,league:defenders:752,league,defenders,752,Блинд,Жирона,ЦЗ,0,0,0,0,604
g1014,1015,,singleton,cl:midfielders:131,cl,midfielders,131,Бове,Рома,ЦП,0,0,0,0,1015
g0212,268,,existing_person_id,cl:forwards:677,cl,forwards,677,Бовен,Зенит,ПФА,0,0,0,0,268
g0212,268,,singleton,league:forwards:921,league,forwards,921,Бовен,Зенит,ПФА,0,0,0,0,268
g0262,335,,existing_person_id,cl:midfielders:559,cl,midfielders,559,Бонавентура,Фиорентина,ЦАП,0,0,0,0,335
g0262,335,,singleton,league:midfielders:739,league,midfielders,739,Бонавентура,Фиорентина,ЦАП,0,0,0,0,335
g0913,685,,singleton,league:defenders:885,league,defenders,885,Бонджорно,Крылья Советов,ЦЗ,0,0,0,0,685
g0844,371,,singleton,league:midfielders:806,league,midfielders,806,Боргес,Крылья Советов,ЛП,0,0,0,0,371
g0291,365,,existing_person_id,cl:midfielders:609,cl,midfielders,609,Боржес,Краснодар,ЦАП,0,8,1,0,365
g0291,365,,singleton,league:midfielders:795,league,midfielders,795,Боржес,Краснодар,ЦАП,0,7,0,1,365
g0639,853,,existing_person_id,cl:defenders:800,cl,defenders,800,Борнау,Вольфсбург,ЦЗ,0,1,0,0,853
g0639,853,,singleton,league:defenders:1094,league,defenders,1094,Борнау,Вольфсбург,ЦЗ,0,1,0,0,853
g0583,758,,existing_person_id,cl:defenders:730,cl,defenders,730,Ботман,Ньюкасл,ЦЗ,0,9,1,0,758
g0583,758,,singleton,league:defenders:966,league,defenders,966,Ботман,Ньюкасл,ЦЗ,0,8,0,0,758
g0987,919,,singleton,league:defenders:1166,league,defenders,1166,Брабек,Жирона,ЦЗ,0,0,0,0,919
g0419,540,,existing_person_id,cl:midfielders:793,cl,midfielders,793,Браганса,Ливерпуль,ЦП,0,0,0,0,540
g0419,540,,singleton,league:midfielders:1045,league,midfielders,1045,Браганса,Ливерпуль,ЦП,0,0,0,0,540
g0244,316,,existing_person_id,cl:midfielders:526,cl,midfielders,526,Браим,Реал,ЦАП,0,8,3,5,316
g0244,316,,singleton,league:midfielders:706,league,midfielders,706,Браим,Реал,ЦАП,0,8,2,2,316
g0655,872,,existing_person_id,cl:defenders:818,cl,defenders,818,Брайда,Сити,ЛЗ,0,0,0,0,872
g0655,872,,singleton,league:defenders:1115,league,defenders,1115,Брайда,Сити,ЛЗ,0,0,0,0,872
g0369,476,,existing_person_id,cl:midfielders:724,cl,midfielders,724,Брандт,Дортмунд,ЦАП,0,0,0,0,476
g0369,476,,singleton,league:midfielders:953,league,midfielders,953,Брандт,Дортмунд,ЦАП,0,0,0,0,476
g0012,633,,existing_person_id,cl:defenders:590,cl,defenders,590,Бремер,Барселона,ЦЗ,0,1,0,0,633
g0012,633,,existing_person_id,cl:defenders:835,cl,defenders,835,Бремер,Ювентус,ЦЗ,1,8,1,0,633
g0012,633,,transfer_same_name,league:defenders:795,league,defenders,795,Бремер,Барселона,ЦЗ,0,1,0,0,633
g0012,633,,existing_person_id,league:defenders:1140,league,defenders,1140,Бремер,Ювентус,ЦЗ,1,7,5,0,633
g0980,879,,singleton,league:defenders:1122,league,defenders,1122,Бренет,Рома,ПЗ,0,0,0,0,879
g0647,861,,existing_person_id,cl:defenders:810,cl,defenders,810,Брентвейт,Мю,ЦЗ,0,0,0,0,861
g0647,861,,singleton,league:defenders:1104,league,defenders,1104,Брентвейт,Мю,ЦЗ,0,2,0,0,861
g0028,11,,existing_person_id,cl:forwards:408,cl,forwards,408,Бробби,Атлетик,ФРВ,0,6,0,3,11
g0028,11,,singleton,league:forwards:552,league,forwards,552,Бробби,Атлетик,ФРВ,0,5,6,0,11
g0331,424,,existing_person_id,cl:midfielders:667,cl,midfielders,667,Брозович,Мю,ЦОП,0,2,0,3,424
g0331,424,,singleton,league:midfielders:877,league,midfielders,877,Брозович,Мю,ЦОП,0,3,2,1,424
g1009,1010,,singleton,cl:forwards:12,cl,forwards,12,Броя,Челси,ФРВ,0,0,0,0,1010
g0079,74,,existing_person_id,cl:forwards:498,cl,forwards,498,Буанга,Краснодар,ФРВ,0,8,2,2,74
g0079,74,,singleton,league:forwards:662,league,forwards,662,Буанга,Краснодар,ФРВ,0,10,5,0,74
g0374,481,,existing_person_id,cl:midfielders:731,cl,midfielders,731,Бубакар Камара,Франкфурт,ЦП,0,0,0,0,481
g0374,481,,singleton,league:midfielders:960,league,midfielders,960,Бубакар Камара,Франкфурт,ЦП,0,0,0,0,481
g0785,112,,singleton,league:forwards:716,league,forwards,716,Буендиа,Астон Вилла,ФРВ,0,1,1,0,112
g0708,942,,existing_person_id,cl:goalkeepers:168,cl,goalkeepers,168,Булка,Фиорентина,ВРТ,0,0,0,0,942
g0708,942,,singleton,league:goalkeepers:220,league,goalkeepers,220,Булка,Фиорентина,ВРТ,0,0,0,0,942
g0812,202,,singleton,league:forwards:841,league,forwards,841,Бултер,Хоффенхайм,ПФА,0,0,0,0,202
g0727,964,,existing_person_id,cl:goalkeepers:200,cl,goalkeepers,200,Буну,Ньюкасл,ВРТ,0,1,0,0,964
g0727,964,,singleton,league:goalkeepers:260,league,goalkeepers,260,Буну,Ньюкасл,ВРТ,0,2,0,0,964
g0436,561,,existing_person_id,cl:midfielders:819,cl,midfielders,819,Буригард,Аталанта,ЦП,0,0,0,0,561
g0436,561,,singleton,league:midfielders:1082,league,midfielders,1082,Буригард,Аталанта,ЦП,0,0,0,0,561
g0267,340,,existing_person_id,cl:midfielders:572,cl,midfielders,572,Бускетс,Наполи,ЦОП,0,0,0,0,340
g0267,340,,singleton,league:midfielders:752,league,midfielders,752,Бускетс,Наполи,ЦОП,0,0,0,0,340
g0373,480,,existing_person_id,cl:midfielders:730,cl,midfielders,730,Бута,Франкфурт,ПП,0,0,0,0,480
g0373,480,,singleton,league:midfielders:959,league,midfielders,959,Бута,Франкфурт,ПП,0,0,0,0,480
g0197,253,,existing_person_id,cl:forwards:662,cl,forwards,662,Буфаль,Вольфсбург,ФРВ,0,0,0,0,253
g0197,253,,singleton,league:forwards:906,league,forwards,906,Буфаль,Вольфсбург,ФРВ,0,0,0,0,253
g0783,110,,singleton,league:forwards:714,league,forwards,714,Бэйли,Астон Вилла,ФРВ,0,2,0,2,110
g0586,761,,existing_person_id,cl:defenders:733,cl,defenders,733,Бёрн,Ньюкасл,ЦЗ,0,0,0,0,761
g0586,761,,singleton,league:defenders:969,league,defenders,969,Бёрн,Ньюкасл,ЦЗ,0,0,0,0,761
