group_id,person_id_proposed,needs_review,rule,row_key,db,table,row_id,name,team,position,left_team,matches,goals,assists,person_id_current
g0630,1576,,existing,league:goalkeepers:14,league,goalkeepers,14,Адриан,Ливерпуль,ВРТ,0,0,0,0,1576
g0089,1088,,existing,cl:forwards:90,cl,forwards,90,Азмун,Рома,ФРВ,0,4,4,0,1088
g0089,1088,,existing,league:forwards:148,league,forwards,148,Азмун,Рома,ФРВ,0,5,8,0,1088
g0825,1185,,existing,league:midfielders:30,league,midfielders,30,Айвоби,Фулхэм,ПП,0,8,1,0,1185
g0770,25,,link_season_slot,league:forwards:186,league,forwards,186,Айозе,Бетис,ЛФА,0,4,1,2,25
g0408,583,,link_season_slot,cl:defenders:41,cl,defenders,41,Аканжи,Сити,ЦЗ,0,1,0,0,583
g0408,583,,link_season_slot,league:defenders:75,league,defenders,75,Аканжи,Сити,ЦЗ,0,1,0,0,583
g0928,1336,,existing,league:midfielders:324,league,midfielders,324,Акбашев,Ростов,ЦП,0,1,0,1,1336
g0409,584,,link_season_slot,cl:defenders:42,cl,defenders,42,Аке,Сити,ЦЗ,0,1,0,0,584
g0409,584,,link_season_slot,league:defenders:76,league,defenders,76,Аке,Сити,ЦЗ,0,1,0,0,584
g0674,1615,,existing,cl:goalkeepers:51,cl,goalkeepers,51,Акинфеев,Цска,ВРТ,0,0,0,0,1615
g0674,1615,,existing,league:goalkeepers:86,league,goalkeepers,86,Акинфеев,Цска,ВРТ,0,5,0,0,1615
g0988,848,,link_season_slot,league:defenders:144,league,defenders,144,Акпогума,Хоффенхайм,ЦЗ,0,2,1,1,848
g0371,727,,link_season_slot,cl:defenders:4,cl,defenders,4,Акунья,Арсенал,ЛЗ,0,0,0,0,727
g0371,727,,link_season_slot,league:defenders:4,league,defenders,4,Акунья,Арсенал,ЛЗ,0,9,4,3,727
g0548,618,,link_season_slot,cl:defenders:181,cl,defenders,181,Алаба,Реал,ЦЗ,0,1,0,0,618
g0548,618,,link_season_slot,league:defenders:301,league,defenders,301,Алаба,Реал,ЦЗ,0,11,2,0,618
g0053,1054,,existing,cl:forwards:52,cl,forwards,52,Аларио,Франкфурт,ФРВ,0,0,0,0,1054
g0053,1054,,existing,league:forwards:74,league,forwards,74,Аларио,Франкфурт,ФРВ,0,0,0,0,1054
g0102,1107,,existing,cl:forwards:103,cl,forwards,103,Аларкон,Барселона,ФРВ,0,0,0,0,1107
g0102,1107,,existing,league:forwards:174,league,forwards,174,Аларкон,Барселона,ФРВ,0,0,0,0,1107
g0887,304,,link_season_slot,league:midfielders:238,league,midfielders,238,Алейш Гарсия,Жирона,ЦП,0,7,3,4,304
g0390,744,,link_season_slot,cl:defenders:23,cl,defenders,23,Александер-Арнольд,Ливерпуль,ПЗ,0,3,0,2,744
g0390,744,,link_season_slot,league:defenders:48,league,defenders,48,Александер-Арнольд,Ливерпуль,ПЗ,0,5,0,1,744
g0616,711,,link_season_slot,cl:defenders:249,cl,defenders,249,Алип,Зенит,ЦЗ,0,0,0,0,711
g0616,711,,link_season_slot,league:defenders:410,league,defenders,410,Алип,Зенит,ЦЗ,0,7,0,1,711
g0628,961,,link_season_slot,cl:goalkeepers:5,cl,goalkeepers,5,Алиссон,Ливерпуль,ВРТ,0,4,0,0,961
g0628,961,,link_season_slot,league:goalkeepers:12,league,goalkeepers,12,Алиссон,Ливерпуль,ВРТ,0,5,0,0,961
g0042,179,,link_season_slot,cl:forwards:41,cl,forwards,41,Аллер,Дортмунд,ФРВ,0,0,0,0,179
g0042,179,,link_season_slot,league:forwards:63,league,forwards,63,Аллер,Дортмунд,ФРВ,0,0,0,0,179
g0544,1487,yes,existing,cl:defenders:177,cl,defenders,177,Алонсо,Барселона,ЛЗ,0,0,0,0,1487
g0544,1487,yes,existing,league:defenders:272,league,defenders,272,Алонсо,Барселона,ЛЗ,0,0,0,0,1487
g0590,679,yes,link_season_slot,cl:defenders:223,cl,defenders,223,Алонсо,Краснодар,ЦЗ,0,3,0,0,679
g0590,679,yes,link_season_slot,league:defenders:350,league,defenders,350,Алонсо,Краснодар,ЦЗ,0,6,0,1,679
g0909,1296,,existing,league:midfielders:260,league,midfielders,260,Алтимира,Бетис,ЦОП,0,0,0,0,1296
g0870,452,,link_season_slot,league:midfielders:170,league,midfielders,170,Альберто,Лацио,ЦП,0,8,1,2,452
g0569,1520,,existing,cl:defenders:202,cl,defenders,202,Альберто Морено,Вильярреал,ЛЗ,0,2,1,1,1520
g0569,1520,,existing,league:defenders:329,league,defenders,329,Альберто Морено,Вильярреал,ЛЗ,0,5,0,0,1520
g0568,1519,,existing,cl:defenders:201,cl,defenders,201,Альбиоль,Вильярреал,ЦЗ,0,0,0,0,1519
g0568,1519,,existing,league:defenders:328,league,defenders,328,Альбиоль,Вильярреал,ЦЗ,0,0,0,0,1519
g0751,1095,,existing,league:forwards:155,league,forwards,155,Альварес Мартинез,Сассуоло,ФРВ,0,0,0,0,1095
g0707,1043,,existing,league:forwards:44,league,forwards,44,Альмирон,Ньюкасл,ПФА,0,8,4,2,1043
g0220,489,,link_season_slot,cl:midfielders:67,cl,midfielders,67,Амири,Байер,ЦАП,0,0,0,0,489
g0220,489,,link_season_slot,league:midfielders:93,league,midfielders,93,Амири,Байер,ЦАП,0,3,0,0,489
g0178,425,,link_season_slot,cl:midfielders:24,cl,midfielders,24,Амрабат,Мю,ЦП,0,0,0,0,425
g0178,425,,link_season_slot,league:midfielders:45,league,midfielders,45,Амрабат,Мю,ЦП,0,1,0,0,425
g0269,343,,link_season_slot,cl:midfielders:117,cl,midfielders,117,Ангисса,Наполи,ЦОП,1,0,0,0,343
g0269,343,,link_season_slot,league:midfielders:185,league,midfielders,185,Ангисса,Наполи,ЦОП,1,8,0,2,343
g0286,288,,link_season_slot,cl:midfielders:135,cl,midfielders,135,Андер Эррера,Атлетик,ЦП,0,4,0,2,288
g0286,288,,link_season_slot,league:midfielders:214,league,midfielders,214,Андер Эррера,Атлетик,ЦП,0,2,0,2,288
g0739,154,,link_season_slot,league:forwards:129,league,forwards,129,Андерсон,Лацио,ПФА,0,6,1,2,154
g0745,1082,,existing,league:forwards:135,league,forwards,135,Андре Андерсон,Лацио,ФРВ,0,0,0,0,1082
g0217,486,,link_season_slot,cl:midfielders:64,cl,midfielders,64,Андрих,Байер,ЦП,0,2,1,0,486
g0217,486,,link_season_slot,league:midfielders:90,league,midfielders,90,Андрих,Байер,ЦП,0,10,2,1,486
g0999,1426,,existing,league:defenders:155,league,defenders,155,Антон,Штутгарт,ЦЗ,0,10,1,0,1426
g0022,126,,link_season_slot,cl:forwards:21,cl,forwards,21,Антони,Мю,ПФА,0,1,1,0,126
g0022,126,,link_season_slot,league:forwards:37,league,forwards,37,Антони,Мю,ПФА,0,8,0,0,126
g1095,1557,,existing,league:defenders:390,league,defenders,390,Апшацев,Рубин,ПЗ,0,0,0,0,1557
g0539,603,,link_season_slot,cl:defenders:172,cl,defenders,172,Араухо,Барселона,ЦЗ,0,2,0,0,603
g0539,603,,link_season_slot,league:defenders:267,league,defenders,267,Араухо,Барселона,ЦЗ,0,3,0,0,603
g1056,1501,,existing,league:defenders:290,league,defenders,290,Аридане,Райо Вальекано,ЦЗ,0,0,0,0,1501
g0070,61,,link_season_slot,cl:forwards:70,cl,forwards,70,Арнаутович,Интер,ФРВ,0,8,4,10,61
g0070,61,,link_season_slot,league:forwards:119,league,forwards,119,Арнаутович,Интер,ФРВ,0,13,7,12,61
g0858,515,,link_season_slot,league:midfielders:137,league,midfielders,137,Арнольд,Вольфсбург,ЦОП,0,12,2,7,515
g0452,1408,yes,existing,cl:defenders:85,cl,defenders,85,Артур,Байер,ПЗ,0,0,0,0,1408
g0452,1408,yes,existing,league:defenders:119,league,defenders,119,Артур,Байер,ПЗ,0,0,0,0,1408
g0866,1240,yes,existing,league:midfielders:152,league,midfielders,152,Артур,Фиорентина,ЦОП,0,4,0,2,1240
g0346,1320,,existing,cl:midfielders:195,cl,midfielders,195,Арутюнян,Краснодар,ЦП,0,0,0,0,1320
g0346,1320,,existing,league:midfielders:304,league,midfielders,304,Арутюнян,Краснодар,ЦП,0,0,0,0,1320
g0255,1245,,existing,cl:midfielders:102,cl,midfielders,102,Аслани,Интер,ЦП,0,0,0,0,1245
g0255,1245,,existing,league:midfielders:164,league,midfielders,164,Аслани,Интер,ЦП,0,0,0,0,1245
g0535,1485,,existing,cl:defenders:168,cl,defenders,168,Аспиликуэта,Атлетико,ПЗ,0,0,0,0,1485
g0535,1485,,existing,league:defenders:263,league,defenders,263,Аспиликуэта,Атлетико,ПЗ,0,0,0,0,1485
g1115,1584,,existing,league:goalkeepers:36,league,goalkeepers,36,Атуболу,Фрайбург,ВРТ,0,5,0,0,1584
g0281,1258,,existing,cl:midfielders:130,cl,midfielders,130,Ауар,Рома,ЦАП,0,0,0,0,1258
g0281,1258,,existing,league:midfielders:198,league,midfielders,198,Ауар,Рома,ЦАП,0,0,0,0,1258
g0252,1244,,existing,cl:midfielders:99,cl,midfielders,99,Аугусто,Интер,ЛП,0,1,0,0,1244
g0252,1244,,existing,league:midfielders:161,league,midfielders,161,Аугусто,Интер,ЛП,0,1,1,0,1244
g0651,1594,,existing,cl:goalkeepers:28,cl,goalkeepers,28,Аудеро,Интер,ВРТ,0,0,0,0,1594
g0651,1594,,existing,league:goalkeepers:49,league,goalkeepers,49,Аудеро,Интер,ВРТ,0,0,0,0,1594
g0347,1321,yes,existing,cl:midfielders:196,cl,midfielders,196,Ахметов,Краснодар,ЦП,0,0,0,0,1321
g0347,1321,yes,existing,league:midfielders:305,league,midfielders,305,Ахметов,Краснодар,ЦП,0,0,0,0,1321
g0916,1305,yes,existing,league:midfielders:281,league,midfielders,281,Ахметов,Севилья,ЦП,0,0,0,0,1305
g0484,1448,,existing,cl:defenders:117,cl,defenders,117,Ачерби,Интер,ЦЗ,0,1,0,0,1448
g0484,1448,,existing,league:defenders:190,league,defenders,190,Ачерби,Интер,ЦЗ,0,3,0,1,1448
g1094,1556,,existing,league:defenders:389,league,defenders,389,Ашурматов,Рубин,ЦЗ,0,0,0,0,1556
g0941,1350,,existing,league:midfielders:343,league,midfielders,343,Аюпов,Урал,ЦП,0,1,0,0,1350
g0610,698,,link_season_slot,cl:defenders:243,cl,defenders,243,Бабич,Спартак,ЦЗ,0,1,0,0,698
g0610,698,,link_season_slot,league:defenders:395,league,defenders,395,Бабич,Спартак,ЦЗ,0,1,0,0,698
g0917,1322,,existing,league:midfielders:306,league,midfielders,306,Бабкин,Крылья Советов,ЦП,0,9,4,6,1322
g1070,1512,,existing,league:defenders:320,league,defenders,320,Баде,Севилья,ЦЗ,0,2,0,0,1512
g0384,775,,link_season_slot,cl:defenders:17,cl,defenders,17,Бадиашиле,Челси,ЦЗ,0,1,0,0,775
g0384,775,,link_season_slot,league:defenders:33,league,defenders,33,Бадиашиле,Челси,ЦЗ,0,2,0,0,775
g0173,1188,,existing,cl:midfielders:19,cl,midfielders,19,Бажетич,Ливерпуль,ЦОП,0,0,0,0,1188
g0173,1188,,existing,league:midfielders:40,league,midfielders,40,Бажетич,Ливерпуль,ЦОП,0,0,0,0,1188
g0746,1090,,existing,league:forwards:150,league,forwards,150,Байер,Сассуоло,ЛФА,0,7,4,0,1090
g0877,1260,,existing,league:midfielders:201,league,midfielders,201,Байрами,Сассуоло,ЦАП,0,10,4,9,1260
g0794,1150,,existing,league:forwards:251,league,forwards,251,Байрамян,Ростов,ЛФА,0,0,0,0,1150
g0477,660,,link_season_slot,cl:defenders:110,cl,defenders,110,Баккер,Аталанта,ЛЗ,0,1,0,0,660
g0477,660,,link_season_slot,league:defenders:176,league,defenders,176,Баккер,Аталанта,ЛЗ,0,4,1,0,660
g0440,816,,link_season_slot,cl:defenders:73,cl,defenders,73,Баку,Франкфурт,ПЗ,0,0,0,0,816
g0440,816,,link_season_slot,league:defenders:107,league,defenders,107,Баку,Франкфурт,ПЗ,0,13,0,1,816
g1052,1497,,existing,league:defenders:286,league,defenders,286,Баллиу,Райо Вальекано,ПЗ,0,0,0,0,1497
g0970,1378,,existing,league:defenders:44,league,defenders,44,Балло,Фулхэм,ЛЗ,0,2,0,0,1378
g0583,672,,link_season_slot,cl:defenders:216,cl,defenders,216,Бальбуэна,Динамо,ЦЗ,0,3,1,0,672
g0583,672,,link_season_slot,league:defenders:343,league,defenders,343,Бальбуэна,Динамо,ЦЗ,0,5,0,0,672
g0538,602,,link_season_slot,cl:defenders:171,cl,defenders,171,Бальде,Барселона,ЛЗ,0,2,0,1,602
g0538,602,,link_season_slot,league:defenders:266,league,defenders,266,Бальде,Барселона,ЛЗ,0,6,0,3,602
g0344,1318,,existing,cl:midfielders:193,cl,midfielders,193,Баньяк,Краснодар,ЦП,0,0,0,0,1318
g0344,1318,,existing,league:midfielders:302,league,midfielders,302,Баньяк,Краснодар,ЦП,0,0,0,0,1318
g0921,1324,yes,existing,league:midfielders:310,league,midfielders,310,Барак,Крылья Советов,ЦАП,0,0,0,0,1324
g0864,332,yes,link_season_slot,league:midfielders:150,league,midfielders,150,Барак,Фиорентина,ЦП,0,4,1,2,332
g0249,352,,link_season_slot,cl:midfielders:96,cl,midfielders,96,Барелла,Интер,ЦП,0,4,2,3,352
g0249,352,,link_season_slot,league:midfielders:158,league,midfielders,158,Барелла,Интер,ЦП,0,10,5,9,352
g0349,1328,,existing,cl:midfielders:198,cl,midfielders,198,Баринов,Локомотив,ЦОП,0,0,0,0,1328
g0349,1328,,existing,league:midfielders:314,league,midfielders,314,Баринов,Локомотив,ЦОП,0,6,0,1,1328
g0077,162,,link_season_slot,cl:forwards:78,cl,forwards,78,Барнс,Милан,ЛФА,0,0,0,0,162
g0077,162,,link_season_slot,league:forwards:136,league,forwards,136,Барнс,Милан,ЛФА,0,3,1,2,162
g0321,1300,,existing,cl:midfielders:170,cl,midfielders,170,Барренечеа,Реал Сосьедад,ЛП,0,0,0,0,1300
g0321,1300,,existing,league:midfielders:272,league,midfielders,272,Барренечеа,Реал Сосьедад,ЛП,0,0,0,0,1300
g0341,368,,link_season_slot,cl:midfielders:190,cl,midfielders,190,Барриос,Краснодар,ЦОП,0,0,0,0,368
g0341,368,,link_season_slot,league:midfielders:299,league,midfielders,299,Барриос,Краснодар,ЦОП,0,1,1,1,368
g1060,613,,link_season_slot,league:defenders:294,league,defenders,294,Бартра,Бетис,ЦЗ,0,4,1,0,613
g0481,664,,link_season_slot,cl:defenders:114,cl,defenders,114,Бастони,Интер,ЦЗ,0,6,0,1,664
g0481,664,,link_season_slot,league:defenders:187,league,defenders,187,Бастони,Интер,ЦЗ,0,8,0,0,664
g0136,72,,link_season_slot,cl:forwards:137,cl,forwards,137,Батши,Краснодар,ПФА,1,4,2,1,72
g0136,72,,link_season_slot,league:forwards:232,league,forwards,232,Батши,Краснодар,ПФА,1,10,3,4,72
g1118,988,,link_season_slot,league:goalkeepers:39,league,goalkeepers,39,Бауманн,Хоффенхайм,ВРТ,0,6,0,0,988
g0230,499,,link_season_slot,cl:midfielders:77,cl,midfielders,77,Баумгартнер,Лейпциг,ЦП,0,5,3,0,499
g0230,499,,link_season_slot,league:midfielders:103,league,midfielders,103,Баумгартнер,Лейпциг,ЦП,0,6,3,3,499
g0875,1249,,existing,league:midfielders:175,league,midfielders,175,Башич,Лацио,ЦП,0,0,0,0,1249
g0324,1306,,existing,cl:midfielders:173,cl,midfielders,173,Баэна,Вильярреал,ЦП,0,0,0,0,1306
g0324,1306,,existing,league:midfielders:282,league,midfielders,282,Баэна,Вильярреал,ЦП,0,0,0,0,1306
g0897,1289,,existing,league:midfielders:248,league,midfielders,248,Бебе,Райо Вальекано,ЦАП,0,4,3,2,1289
g0717,200,,link_season_slot,league:forwards:94,league,forwards,94,Бебу,Хоффенхайм,ЛФА,0,10,7,3,200
g1099,705,,link_season_slot,league:defenders:403,league,defenders,403,Бевеев,Урал,ПЗ,0,4,0,0,705
g1097,706,,link_season_slot,league:defenders:401,league,defenders,401,Бегич,Урал,ЦЗ,0,7,0,0,706
g0963,1371,,existing,league:defenders:37,league,defenders,37,Бейси,Фулхэм,ЦЗ,0,7,0,1,1371
g1035,1475,,existing,league:defenders:245,league,defenders,245,Белланова,Торино,ПЗ,0,8,1,1,1475
g0262,456,,link_season_slot,cl:midfielders:109,cl,midfielders,109,Беллингем,Милан,ЦАП,0,1,0,1,456
g0262,456,,link_season_slot,league:midfielders:177,league,midfielders,177,Беллингем,Милан,ЦАП,0,9,6,3,456
g0090,1089,,existing,cl:forwards:91,cl,forwards,91,Белотти,Рома,ФРВ,0,0,0,0,1089
g0090,1089,,existing,league:forwards:149,league,forwards,149,Белотти,Рома,ФРВ,0,0,0,0,1089
g1061,1505,,existing,league:defenders:295,league,defenders,295,Бельерин,Бетис,ПЗ,0,0,0,0,1505
g0145,1159,,existing,cl:forwards:146,cl,forwards,146,Бельтран,Спартак,ФРВ,0,0,0,0,1159
g0145,1159,,existing,league:forwards:260,league,forwards,260,Бельтран,Спартак,ФРВ,0,0,0,0,1159
g0263,1251,,existing,cl:midfielders:110,cl,midfielders,110,Беннасер,Милан,ЦОП,0,2,0,0,1251
g0263,1251,,existing,league:midfielders:178,league,midfielders,178,Беннасер,Милан,ЦОП,0,7,0,0,1251
g0419,1392,,existing,cl:defenders:52,cl,defenders,52,Бенсебаини,Дортмунд,ЛЗ,0,1,0,0,1392
g0419,1392,,existing,league:defenders:86,league,defenders,86,Бенсебаини,Дортмунд,ЛЗ,0,8,2,0,1392
g0186,1194,,existing,cl:midfielders:33,cl,midfielders,33,Бентанкур,Тоттенхэм,ЦОП,0,3,0,2,1194
g0186,1194,,existing,league:midfielders:59,league,midfielders,59,Бентанкур,Тоттенхэм,ЦОП,0,12,1,5,1194
g0250,353,,link_season_slot,cl:midfielders:97,cl,midfielders,97,Берарди,Интер,ПП,0,2,2,1,353
g0250,353,,link_season_slot,league:midfielders:159,league,midfielders,159,Берарди,Интер,ПП,0,16,16,7,353
g0224,1211,,existing,cl:midfielders:71,cl,midfielders,71,Беренгер,Боруссия М,ЛП,0,4,2,0,1211
g0224,1211,,existing,league:midfielders:97,league,midfielders,97,Беренгер,Боруссия М,ЛП,0,12,6,4,1211
g0720,1066,,existing,league:forwards:97,league,forwards,97,Бериша,Хоффенхайм,ФРВ,0,2,3,0,1066
g0523,1481,,existing,cl:defenders:156,cl,defenders,156,Берчиче,Атлетик,ЛЗ,0,3,0,0,1481
g0523,1481,,existing,league:defenders:251,league,defenders,251,Берчиче,Атлетик,ЛЗ,0,9,1,0,1481
g0940,1349,,existing,league:midfielders:342,league,midfielders,342,Бикфалви,Урал,ЦАП,0,3,1,0,1349
g1012,643,,link_season_slot,league:defenders:179,league,defenders,179,Бираги,Фиорентина,ЛЗ,0,6,3,0,643
g0487,1449,,existing,cl:defenders:120,cl,defenders,120,Биссек,Интер,ЦЗ,0,0,0,0,1449
g0487,1449,,existing,league:defenders:193,league,defenders,193,Биссек,Интер,ЦЗ,0,0,0,0,1449
g0190,1195,,existing,cl:midfielders:37,cl,midfielders,37,Биссума,Тоттенхэм,ЦОП,0,0,0,0,1195
g0190,1195,,existing,league:midfielders:63,league,midfielders,63,Биссума,Тоттенхэм,ЦОП,0,0,0,0,1195
g0338,362,,link_season_slot,cl:midfielders:187,cl,midfielders,187,Бителло,Динамо,ЦАП,0,2,0,2,362
g0338,362,,link_season_slot,league:midfielders:296,league,midfielders,296,Бителло,Динамо,ЦАП,0,1,0,1,362
g0648,987,,link_season_slot,cl:goalkeepers:25,cl,goalkeepers,25,Блашвич,Лейпциг,ВРТ,0,0,0,0,987
g0648,987,,link_season_slot,league:goalkeepers:35,league,goalkeepers,35,Блашвич,Лейпциг,ВРТ,0,0,0,0,987
g1042,604,,link_season_slot,league:defenders:276,league,defenders,276,Блинд,Жирона,ЦЗ,0,2,0,0,604
g0282,1015,,link_season_slot,cl:midfielders:131,cl,midfielders,131,Бове,Рома,ЦП,0,0,0,0,1015
g0282,1015,,link_season_slot,league:midfielders:199,league,midfielders,199,Бове,Рома,ЦП,0,0,0,0,1015
g0880,1263,,existing,league:midfielders:204,league,midfielders,204,Болокка,Сассуоло,ЦП,0,0,0,0,1263
g0863,335,,link_season_slot,league:midfielders:149,league,midfielders,149,Бонавентура,Фиорентина,ЦАП,0,7,2,6,335
g0149,1161,,existing,cl:forwards:150,cl,forwards,150,Бонгонда,Спартак,ЛФА,0,0,0,0,1161
g0149,1161,,existing,league:forwards:264,league,forwards,264,Бонгонда,Спартак,ЛФА,0,0,0,0,1161
g1033,1473,,existing,league:defenders:243,league,defenders,243,Бонджорно,Торино,ЦЗ,0,8,0,0,1473
g0056,1056,,existing,cl:forwards:56,cl,forwards,56,Бонифасе,Байер,ФРВ,0,0,0,0,1056
g0056,1056,,existing,league:forwards:78,league,forwards,78,Бонифасе,Байер,ФРВ,0,1,0,0,1056
g0945,371,,link_season_slot,league:midfielders:354,league,midfielders,354,Боргес,Крылья Советов,ЛП,0,5,2,2,371
g0594,1530,,existing,cl:defenders:227,cl,defenders,227,Боржес,Краснодар,ПЗ,0,0,0,0,1530
g0594,1530,,existing,league:defenders:354,league,defenders,354,Боржес,Краснодар,ПЗ,0,0,0,0,1530
g1005,853,,link_season_slot,league:defenders:161,league,defenders,161,Борнау,Вольфсбург,ЦЗ,0,12,0,1,853
g0972,758,,link_season_slot,league:defenders:63,league,defenders,63,Ботман,Ньюкасл,ЦЗ,0,4,0,0,758
g1107,1570,,existing,league:goalkeepers:5,league,goalkeepers,5,Браво,Брайтон,ВРТ,0,1,0,0,1570
g0311,316,,link_season_slot,cl:midfielders:160,cl,midfielders,160,Браим,Реал,ЦАП,0,4,4,4,316
g0311,316,,link_season_slot,league:midfielders:262,league,midfielders,262,Браим,Реал,ЦАП,0,12,8,5,316
g0196,476,,link_season_slot,cl:midfielders:43,cl,midfielders,43,Брандт,Дортмунд,ЦАП,0,4,1,2,476
g0196,476,,link_season_slot,league:midfielders:69,league,midfielders,69,Брандт,Дортмунд,ЦАП,0,10,3,4,476
g0736,1076,,existing,league:forwards:117,league,forwards,117,Брекало,Фиорентина,ФРВ,0,0,0,0,1076
g1120,1588,,existing,league:goalkeepers:41,league,goalkeepers,41,Брелоу,Штутгарт,ВРТ,0,0,0,0,1588
g0490,633,,link_season_slot,cl:defenders:123,cl,defenders,123,Бремер,Ювентус,ЦЗ,0,3,0,0,633
g0490,633,,link_season_slot,league:defenders:196,league,defenders,196,Бремер,Ювентус,ЦЗ,0,6,0,0,633
g0014,1010,,link_season_slot,cl:forwards:12,cl,forwards,12,Броя,Челси,ФРВ,0,0,0,0,1010
g0014,1010,,link_season_slot,league:forwards:22,league,forwards,22,Броя,Челси,ФРВ,0,0,0,0,1010
g0992,1421,,existing,league:defenders:148,league,defenders,148,Брукс,Хоффенхайм,ЦЗ,0,0,0,0,1421
g0810,1171,,existing,league:midfielders:11,league,midfielders,11,Бубакар Камара,Астон Вилла,ЦП,0,8,0,3,1171
g0688,112,,link_season_slot,league:forwards:8,league,forwards,8,Буендиа,Астон Вилла,ФРВ,0,12,6,2,112
g0719,202,,link_season_slot,league:forwards:96,league,forwards,96,Бултер,Хоффенхайм,ПФА,0,8,2,3,202
g0208,480,,link_season_slot,cl:midfielders:55,cl,midfielders,55,Бута,Франкфурт,ПП,0,3,0,0,480
g0208,480,,link_season_slot,league:midfielders:81,league,midfielders,81,Бута,Франкфурт,ПП,0,8,0,0,480
g0689,1026,,existing,league:forwards:9,league,forwards,9,Бэйли,Астон Вилла,ПФА,0,9,3,2,1026
g0973,761,,link_season_slot,league:defenders:64,league,defenders,64,Бёрн,Ньюкасл,ЦЗ,0,4,0,0,761
g1000,1427,,existing,league:defenders:156,league,defenders,156,Вагноман,Штутгарт,ПЗ,0,9,0,1,1427
g0933,1341,,existing,league:midfielders:329,league,midfielders,329,Вада,Рубин,ЦП,0,6,0,5,1341
g0221,493,,link_season_slot,cl:midfielders:68,cl,midfielders,68,Вайгль,Боруссия М,ЦП,0,1,0,1,493
g0221,493,,link_season_slot,league:midfielders:94,league,midfielders,94,Вайгль,Боруссия М,ЦП,0,6,0,1,493
g0840,1223,,existing,league:midfielders:119,league,midfielders,119,Вайсхаупт,Фрайбург,ЛП,0,0,0,0,1223
g0896,1288,,existing,league:midfielders:247,league,midfielders,247,Валентин,Райо Вальекано,ЦОП,0,2,0,0,1288
g1047,607,,link_season_slot,league:defenders:281,league,defenders,281,Валери,Жирона,ПЗ,0,1,0,0,607
g0314,1297,,existing,cl:midfielders:163,cl,midfielders,163,Вальверде,Реал,ЦП,0,3,2,1,1297
g0314,1297,,existing,league:midfielders:265,league,midfielders,265,Вальверде,Реал,ЦП,0,10,3,3,1297
g0413,764,,link_season_slot,cl:defenders:46,cl,defenders,46,Ван де Вен,Тоттенхэм,ЦЗ,0,1,0,0,764
g0413,764,,link_season_slot,league:defenders:80,league,defenders,80,Ван де Вен,Тоттенхэм,ЦЗ,0,9,1,0,764
g0388,1379,,existing,cl:defenders:21,cl,defenders,21,Ван Дейк,Ливерпуль,ЦЗ,0,4,0,0,1379
